0 80.1612 534.547
1 79.5182 532.788
2 79.3413 532.827
3 79.4564 531.644
4 79.5084 532.02
5 79.4357 531.396
6 79.4277 531.849
7 79.2912 532.208
8 79.2359 530.652
9 79.2438 533.326
10 79.1726 531.475
11 79.2419 532.088
12 79.3877 531.67
13 79.3306 533.232
14 79.2727 531.296
15 79.1238 531.726
16 79.2201 530.6
17 79.2897 531.47
18 79.3178 531.458
19 79.3482 530.608
20 79.3317 530.873
21 79.4347 530.351
22 79.1606 531.895
23 79.4093 531.062
24 79.1768 531.453
25 79.1207 531.68
26 79.2545 531.242
27 79.1386 530.556
28 79.4847 530.417
29 79.1765 530.443
30 79.5057 531.036
31 79.3248 531.199
32 79.1611 531.226
33 79.2753 530.222
34 79.207 529.585
35 79.1846 531.357
36 79.3331 529.209
37 79.0005 530.396
38 79.0182 529.033
39 79.2304 529.003
40 78.9679 530.191
41 79.3313 529.83
42 79.3312 529.965
43 79.127 529.699
44 79.0167 530.089
45 78.9174 529.481
46 79.0022 528.498
47 79.0093 531.012
48 79.2154 529.625
49 79.1854 529.277
50 78.7716 530.167
51 78.8191 528.848
52 78.9627 530.283
53 78.5893 528.73
54 78.9353 529.418
55 78.7899 529.436
56 78.6345 528.266
57 78.4796 526.147
58 78.5806 524.967
59 78.8715 526.871
60 78.5739 525.289
61 78.3844 524.819
62 78.2764 526.943
63 78.294 525.41
64 78.1126 524.655
65 77.9988 520.333
66 77.6213 519.933
67 77.74 521.779
68 78.2543 523.971
69 77.6365 521.417
70 76.934 515.082
71 76.5722 514.218
72 77.078 516.543
73 78.1898 525.302
74 76.1828 512.49
75 77.878 522.257
76 76.9051 517.847
77 74.8652 504.872
78 73.5051 498.071
79 75.099 505.495
80 77.4175 522.09
81 74.004 497.895
82 70.1534 473.962
83 73.7822 496.273
84 69.0535 467.334
85 65.3627 442.402
86 77.8122 522.412
87 72.5431 490.313
88 64.7507 440.034
89 55.2601 372.69
90 73.7627 510.084
91 66.8844 326.214
